platform,architecture,packer,option,name,seq1,seq2,seq3,seq4,seq5,seq6,seq7,seq8,seq9,seq10,seq11,seq12,seq13,seq14,seq15
Windows8,64bit,mpress,Default,reg.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,rstrui.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,ie4uinit.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,logman.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,pcalua.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,chglogon.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,repair-bde.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,diskperf.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,makecab.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,sppsvc.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,appidpolicyconverter.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,wuauclt.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,extrac32.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows10,64bit,mpress,Default,newdev.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,charmap.exe,72.0,131.0,236.0,40.0,232.0,163.0,2.0,0.0,0.0,72.0,131.0,196.0,40.0,233.0,218.0
Windows8,64bit,mpress,Default,recover.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,typeperf.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,cscript.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,PresentationHost.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,rasdial.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,nbtstat.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows10,64bit,mpress,Default,cscript.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,wpnpinst.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,RmClient.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,osk.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows10,64bit,mpress,Default,cmd.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,lpksetup.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,wsqmcons.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,xwizard.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,printui.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,irftp.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,setupsqm.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows10,64bit,mpress,Default,dfrgui.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,cscript.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,nltest.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,wbengine.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows10,64bit,mpress,Default,CompMgmtLauncher.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,scrcons.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,syskey.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,iscsicli.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,fc.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows10,64bit,mpress,Default,certreq.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,icardagt.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,mofcomp.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,eventvwr.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,openfiles.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,Narrator.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,SystemPropertiesPerformance.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,wbadmin.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,mmc.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,printfilterpipelinesvc.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,cleanmgr.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,tasklist.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,RestoreOptIn.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,msra.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,Utilman.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,DisplaySwitch.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,sigverif.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,tscon.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,PickerHost.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,CheckNetIsolation.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,AuthHost.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,clip.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,rekeywiz.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows10,64bit,mpress,Default,iexpress.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,dcomcnfg.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,PurchaseWindowsLicense.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,msconfig.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,chgusr.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,BdeHdCfg.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows10,64bit,mpress,Default,EaseOfAccessDialog.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,appidcertstorecheck.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,eventcreate.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,WMIADAP.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,perfmon.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,PkgMgr.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,tabcal.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,StikyNot.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,getmac.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,LocationNotifications.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,WmiApSrv.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,IMCCPHR.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,TapiUnattend.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows10,64bit,mpress,Default,lpksetup.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,wuapp.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,wlrmdr.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,DFDWiz.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,cmdkey.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,PING.EXE,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,makecab.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,PresentationHost.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,netsh.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,qprocess.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows10,64bit,mpress,Default,LicenseManagerShellext.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,MSchedExe.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,CompMgmtLauncher.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,wiawow64.exe,72.0,131.0,236.0,40.0,232.0,151.0,2.0,0.0,0.0,72.0,131.0,196.0,40.0,233.0,218.0
Windows8,64bit,mpress,Default,comrepl.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,plasrv.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,SnippingTool.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,schtasks.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,SkyDrive.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,netcfg.exe,72.0,131.0,236.0,40.0,232.0,231.0,3.0,0.0,0.0,72.0,131.0,196.0,40.0,233.0,98.0
Windows8,64bit,mpress,Default,bootsect.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,calc.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,msdt.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,wiawow64.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,sethc.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,MultiDigiMon.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,SrTasks.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,Magnify.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,bcdboot.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,choice.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,taskhost.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,gpresult.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,ReAgentc.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,DeviceEject.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,verifier.exe,72.0,131.0,236.0,40.0,232.0,147.0,3.0,0.0,0.0,72.0,131.0,196.0,40.0,233.0,210.0
Windows7,64bit,mpress,Default,vds.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,schtasks.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,logagent.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,WWAHost.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,ieUnatt.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,mspaint.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,PATHPING.EXE,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows10,64bit,mpress,Default,dccw.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,logman.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,DsmUserTask.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows10,64bit,mpress,Default,cliconfg.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,WinMgmt.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,unregmp2.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,qprocess.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,ChsIME.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,iscsicli.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,runonce.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,eudcedit.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,dwm.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,rekeywiz.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,ipconfig.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,dispdiag.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows10,64bit,mpress,Default,dvdplay.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows10,64bit,mpress,Default,baaupdate.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,FXSSVC.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,DisplaySwitch.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,imjppdmg.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,wimserv.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,icacls.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,ktmutil.exe,72.0,131.0,236.0,40.0,232.0,115.0,2.0,0.0,0.0,72.0,131.0,196.0,40.0,233.0,98.0
Windows8,64bit,mpress,Default,help.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,Locator.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,RDVGHelper.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,Register-CimProvider.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,MigRegDB.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows7,64bit,mpress,Default,WPDShextAutoplay.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,RdpSa.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows10,64bit,mpress,Default,nslookup.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows10,64bit,mpress,Default,fvenotify.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,222.0,10.0,0.0,0.0,72.0
Windows8,64bit,mpress,Default,reset.exe,87.0,86.0,83.0,81.0,82.0,65.0,80.0,72.0,141.0,5.0,79.0,3.0,0.0,0.0,72.0
Windows8,64bit,Themida,Advanced Level2,nslookup.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,72.0,137.0,195.0,72.0,255.0
Windows8,64bit,Themida,Disable Level3,fc.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,72.0,137.0,195.0,72.0,255.0
Windows10,64bit,Themida,Ultra Level2,FileHistory.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,72.0,137.0,195.0,72.0,255.0
Windows10,64bit,Themida,Disable Disable,ThemidaMultiDigiMon.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,72.0,137.0,195.0,72.0,255.0
Windows7,64bit,Themida,Advance Level2,reg.exe,86.0,80.0,83.0,232.0,1.0,0.0,0.0,0.0,204.0,88.0,72.0,137.0,195.0,72.0,255.0
